,emotion,statements,gender
datasources\EMO_DB\EMO_DB_DATA\wav\16b01Fa.wav,happiness,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b01La.wav,boredom,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b01Lc.wav,boredom,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b01Tb.wav,sadness,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b01Wa.wav,anger,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b01Wb.wav,anger,What kind of bags are there under the table,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b02Aa.wav,anxiety/fear,They just carried it up and now they're going down again,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b02Eb.wav,disgust,They just carried it up and now they're going down again,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b02Fd.wav,happiness,They just carried it up and now they're going down again,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b02Lb.wav,boredom,They just carried it up and now they're going down again,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b02Wb.wav,anger,They just carried it up and now they're going down again,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b03Ad.wav,anxiety/fear,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b03Ea.wav,disgust,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b03Fa.wav,happiness,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b03Fd.wav,happiness,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b03La.wav,boredom,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b03Nb.wav,neutral,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b03Ta.wav,sadness,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b03Wb.wav,anger,I used to go home on the weekends and visit Agnes,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b09Ab.wav,anxiety/fear,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b09Eb.wav,disgust,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b09Fb.wav,happiness,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b09La.wav,boredom,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b09Lb.wav,boredom,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b09Wb.wav,anger,I want to take that away and then go have a drink with Karl,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Aa.wav,anxiety/fear,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Eb.wav,disgust,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Fb.wav,happiness,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Lb.wav,boredom,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Tb.wav,sadness,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Td.wav,sadness,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Wa.wav,anger,It will be in the place where we always put it,female
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Wb.wav,anger,It will be in the place where we always put it,female
